id,user_id,amount,currency,merchant_id,device_id,status,created_at,decision
tx_00008158,user_0466,12.88,USD,merchant_004,device_043,completed,2026-06-05 05:55:46.071006+00:00,approve
tx_00000396,user_0024,63.21,EUR,merchant_032,device_193,completed,2026-06-08 03:39:12.103132+00:00,block
tx_00002249,user_0211,85.99,USD,merchant_099,device_066,completed,2026-05-03 13:27:23.071006+00:00,approve
tx_00004640,user_0421,55.66,USD,merchant_060,device_054,completed,2026-05-04 18:08:47.071006+00:00,approve
tx_00009485,user_0389,16.44,EUR,merchant_035,device_032,completed,2026-06-15 15:26:53.071006+00:00,approve
tx_00004947,user_0259,9.46,GBP,merchant_066,device_148,completed,2026-06-13 22:09:25.071006+00:00,approve
tx_00000420,user_0333,349.64,GBP,merchant_044,device_146,completed,2026-04-25 22:54:01.103132+00:00,block
tx_00001963,user_0409,24.97,USD,merchant_057,device_199,completed,2026-06-12 03:52:22.071006+00:00,approve
tx_00008243,user_0399,11.9,EUR,merchant_094,device_024,completed,2026-05-24 11:43:22.071006+00:00,approve
tx_00006590,user_0005,3.13,USD,merchant_029,device_053,completed,2026-06-19 18:28:41.071006+00:00,approve
tx_00008847,user_0114,26.16,GBP,merchant_056,device_105,completed,2026-05-04 08:59:52.071006+00:00,approve
tx_00000321,user_0053,127.45,GBP,merchant_057,device_107,completed,2026-05-28 19:40:33.071006+00:00,approve
tx_00002678,user_0289,233.93,EUR,merchant_068,device_029,completed,2026-06-04 16:14:19.071006+00:00,approve
tx_00004625,user_0192,4.79,USD,merchant_008,device_011,completed,2026-05-20 11:30:20.071006+00:00,approve
tx_00004949,user_0184,81.72,USD,merchant_018,device_079,completed,2026-05-26 09:24:36.071006+00:00,approve
tx_00008328,user_0081,18.88,GBP,merchant_055,device_070,completed,2026-05-01 05:15:34.071006+00:00,approve
tx_00003337,user_0025,36.27,CAD,merchant_014,device_190,completed,2026-05-23 09:44:36.071006+00:00,approve
tx_00005589,user_0423,10.68,USD,merchant_080,device_179,completed,2026-04-28 03:37:59.071006+00:00,approve
tx_00000251,user_0246,56.24,USD,merchant_069,device_159,completed,2026-05-29 14:01:34.071006+00:00,approve
tx_00003973,user_0128,288.77,EUR,merchant_027,device_061,completed,2026-06-07 06:19:02.071006+00:00,approve
tx_00006630,user_0242,132.85,CAD,merchant_046,device_039,completed,2026-06-21 08:51:31.071006+00:00,approve
tx_00005547,user_0024,18.18,CAD,merchant_031,device_164,completed,2026-05-26 01:09:11.071006+00:00,approve
tx_00000035,user_0031,305.95,USD,merchant_033,device_140,completed,2026-04-30 04:53:52.071006+00:00,approve
tx_00008362,user_0386,121.66,CAD,merchant_056,device_155,completed,2026-06-02 02:50:26.071006+00:00,approve
tx_00001513,user_0165,17.86,USD,merchant_088,device_049,completed,2026-06-18 09:09:40.071006+00:00,approve
tx_00009317,user_0287,136.82,EUR,merchant_040,device_134,completed,2026-06-05 12:46:45.071006+00:00,approve
tx_00000039,user_0315,64.71,GBP,merchant_042,device_146,completed,2026-04-29 02:51:27.071006+00:00,approve
tx_00004819,user_0465,402.38,CAD,merchant_022,device_007,completed,2026-06-02 08:55:53.071006+00:00,approve
tx_00003465,user_0374,32.48,USD,merchant_027,device_191,completed,2026-05-15 01:14:54.071006+00:00,approve
tx_00001760,user_0192,32.72,EUR,merchant_070,device_097,completed,2026-05-14 15:56:07.071006+00:00,approve
tx_00002304,user_0457,17.16,CAD,merchant_052,device_181,completed,2026-05-09 12:55:39.071006+00:00,approve
tx_00003723,user_0496,2.41,USD,merchant_016,device_150,completed,2026-05-17 12:25:24.071006+00:00,approve
tx_00008284,user_0397,134.37,GBP,merchant_081,device_051,completed,2026-06-03 22:08:52.071006+00:00,approve
tx_00004993,user_0276,1.26,CAD,merchant_051,device_080,completed,2026-04-27 19:51:00.071006+00:00,approve
tx_00008127,user_0293,44.42,USD,merchant_075,device_020,completed,2026-05-06 23:22:01.071006+00:00,approve
tx_00003032,user_0281,120.28,CAD,merchant_079,device_107,completed,2026-05-09 21:18:50.071006+00:00,approve
tx_00007938,user_0034,54.61,USD,merchant_082,device_117,completed,2026-05-16 17:18:00.071006+00:00,approve
tx_00003039,user_0098,114.81,USD,merchant_073,device_072,completed,2026-05-09 13:38:24.071006+00:00,approve
tx_00000155,user_0093,0.86,GBP,merchant_086,device_124,completed,2026-05-05 15:24:50.103132+00:00,block
tx_00002545,user_0198,69.61,GBP,merchant_050,device_185,completed,2026-05-08 12:34:09.071006+00:00,approve
tx_00002592,user_0266,37.98,CAD,merchant_074,device_173,completed,2026-05-19 23:08:02.071006+00:00,approve
tx_00001188,user_0283,6.72,USD,merchant_030,device_168,completed,2026-05-21 00:13:03.071006+00:00,approve
tx_00007966,user_0104,1105.85,EUR,merchant_021,device_180,completed,2026-06-07 17:49:16.071006+00:00,approve
tx_00006077,user_0092,41.12,GBP,merchant_002,device_094,completed,2026-05-07 07:29:58.071006+00:00,approve
tx_00000107,user_0332,23.93,EUR,merchant_005,device_089,completed,2026-06-04 10:17:38.071006+00:00,approve
tx_00001315,user_0149,116.59,GBP,merchant_038,device_160,completed,2026-05-17 08:30:26.071006+00:00,approve
tx_00008187,user_0093,5.09,USD,merchant_031,device_198,completed,2026-04-27 22:52:48.071006+00:00,approve
tx_00002753,user_0325,76.37,GBP,merchant_025,device_105,completed,2026-05-30 19:32:49.071006+00:00,approve
tx_00000253,user_0404,0.52,EUR,merchant_034,device_155,completed,2026-06-08 19:32:51.103132+00:00,block
tx_00006231,user_0316,387.75,EUR,merchant_055,device_026,completed,2026-05-13 18:12:00.071006+00:00,approve
tx_00002876,user_0332,13.1,USD,merchant_073,device_180,completed,2026-06-23 16:52:27.071006+00:00,approve
tx_00005323,user_0198,71.07,USD,merchant_012,device_184,completed,2026-05-04 04:08:48.071006+00:00,approve
tx_00000799,user_0221,8.99,USD,merchant_066,device_184,completed,2026-05-20 00:02:33.071006+00:00,approve
tx_00003570,user_0399,12.39,EUR,merchant_098,device_044,completed,2026-04-26 06:34:45.071006+00:00,approve
tx_00002894,user_0130,54.87,GBP,merchant_036,device_059,completed,2026-06-13 19:54:47.071006+00:00,approve
tx_00002927,user_0160,54.42,USD,merchant_096,device_020,completed,2026-05-13 01:36:38.071006+00:00,approve
tx_00008178,user_0335,81.37,USD,merchant_046,device_106,completed,2026-05-29 20:23:43.071006+00:00,approve
tx_00000971,user_0209,29.8,EUR,merchant_081,device_165,completed,2026-05-11 09:36:45.071006+00:00,approve
tx_00006687,user_0051,3.82,EUR,merchant_067,device_068,completed,2026-06-18 08:42:59.071006+00:00,approve
tx_00008575,user_0108,4.71,USD,merchant_033,device_170,completed,2026-05-02 03:39:14.071006+00:00,approve
tx_00002020,user_0151,8.91,GBP,merchant_001,device_188,completed,2026-05-01 02:03:48.071006+00:00,approve
tx_00009054,user_0483,139.56,GBP,merchant_059,device_170,completed,2026-06-18 05:30:18.071006+00:00,approve
tx_00000952,user_0307,40.03,CAD,merchant_070,device_125,completed,2026-05-02 04:53:20.071006+00:00,approve
tx_00005359,user_0170,17.56,GBP,merchant_058,device_197,completed,2026-06-20 14:40:18.071006+00:00,approve
tx_00003857,user_0009,46.11,GBP,merchant_042,device_012,completed,2026-05-09 05:20:04.071006+00:00,approve
tx_00005861,user_0297,67.02,USD,merchant_062,device_072,completed,2026-05-22 17:58:58.071006+00:00,approve
tx_00003145,user_0276,30.64,CAD,merchant_022,device_083,completed,2026-04-28 20:38:20.071006+00:00,approve
tx_00003305,user_0127,67.48,CAD,merchant_013,device_003,completed,2026-04-29 05:05:29.071006+00:00,approve
tx_00003006,user_0299,44.15,GBP,merchant_074,device_194,completed,2026-06-14 13:48:39.071006+00:00,approve
tx_00009001,user_0009,19.11,CAD,merchant_059,device_090,completed,2026-06-07 22:05:08.071006+00:00,approve
tx_00007770,user_0113,68.69,EUR,merchant_094,device_146,completed,2026-06-21 18:18:24.071006+00:00,approve
tx_00007438,user_0294,2.49,CAD,merchant_061,device_003,completed,2026-06-05 06:15:21.071006+00:00,approve
tx_00007942,user_0286,54.15,CAD,merchant_028,device_111,completed,2026-04-30 10:58:38.071006+00:00,approve
tx_00009238,user_0321,40.71,EUR,merchant_058,device_014,completed,2026-05-17 12:48:45.071006+00:00,approve
tx_00001056,user_0224,11.3,GBP,merchant_070,device_157,completed,2026-06-14 15:07:02.071006+00:00,approve
tx_00003154,user_0034,67.78,GBP,merchant_037,device_061,completed,2026-05-29 09:30:50.071006+00:00,approve
tx_00003787,user_0010,46.79,CAD,merchant_062,device_140,completed,2026-06-13 21:43:54.071006+00:00,approve
tx_00009189,user_0105,15.59,CAD,merchant_009,device_094,completed,2026-05-05 14:23:29.071006+00:00,approve
tx_00007825,user_0432,31.51,EUR,merchant_053,device_166,completed,2026-06-08 18:35:48.071006+00:00,approve
tx_00007539,user_0315,32.87,USD,merchant_035,device_113,completed,2026-05-13 11:13:56.071006+00:00,approve
tx_00007231,user_0347,68.51,GBP,merchant_066,device_185,completed,2026-06-19 17:01:36.071006+00:00,approve
tx_00000764,user_0180,135.75,EUR,merchant_011,device_177,completed,2026-06-14 17:12:48.071006+00:00,approve
tx_00005019,user_0321,80.27,GBP,merchant_047,device_152,completed,2026-05-14 20:57:34.071006+00:00,approve
tx_00004903,user_0360,28.78,USD,merchant_043,device_055,completed,2026-05-18 00:10:07.071006+00:00,approve
tx_00008093,user_0120,347.23,USD,merchant_031,device_003,completed,2026-06-22 11:42:28.071006+00:00,approve
tx_00006843,user_0171,53.53,CAD,merchant_014,device_136,completed,2026-05-04 12:07:42.071006+00:00,approve
tx_00002165,user_0461,5.06,CAD,merchant_034,device_044,completed,2026-05-11 11:30:00.071006+00:00,approve
tx_00001862,user_0423,3.1,GBP,merchant_031,device_145,completed,2026-05-09 22:21:16.071006+00:00,approve
tx_00007850,user_0157,48.21,EUR,merchant_040,device_137,completed,2026-06-17 16:50:07.071006+00:00,approve
tx_00009123,user_0121,56.16,GBP,merchant_003,device_043,completed,2026-06-09 13:10:42.071006+00:00,approve
tx_00002340,user_0211,23.42,USD,merchant_028,device_064,completed,2026-05-03 12:40:35.071006+00:00,approve
tx_00005527,user_0157,11.19,GBP,merchant_010,device_179,completed,2026-06-13 12:46:11.071006+00:00,approve
tx_00006743,user_0018,15.67,CAD,merchant_025,device_018,completed,2026-06-15 13:36:46.071006+00:00,approve
tx_00004003,user_0223,42.95,CAD,merchant_040,device_139,completed,2026-04-26 14:24:58.071006+00:00,approve
tx_00001123,user_0121,11.97,USD,merchant_016,device_140,completed,2026-06-19 06:52:30.071006+00:00,approve
tx_00008709,user_0446,52.41,CAD,merchant_062,device_162,completed,2026-06-03 16:47:46.071006+00:00,approve
tx_00004049,user_0228,176.97,CAD,merchant_042,device_165,completed,2026-06-11 00:32:17.071006+00:00,approve
tx_00007640,user_0316,152.53,CAD,merchant_048,device_044,completed,2026-05-24 18:48:32.071006+00:00,approve
tx_00000765,user_0390,3.99,GBP,merchant_091,device_195,completed,2026-05-12 09:13:35.071006+00:00,approve
tx_00002344,user_0293,62.72,CAD,merchant_013,device_003,completed,2026-06-21 18:41:26.071006+00:00,approve
tx_00004071,user_0391,16.08,CAD,merchant_044,device_011,completed,2026-05-25 18:13:15.071006+00:00,approve
tx_00007216,user_0306,13.67,CAD,merchant_065,device_025,completed,2026-05-16 23:52:06.071006+00:00,approve
tx_00004216,user_0244,193.39,USD,merchant_085,device_006,completed,2026-05-10 18:02:53.071006+00:00,approve
tx_00007952,user_0454,562.37,CAD,merchant_023,device_043,completed,2026-05-23 14:28:26.071006+00:00,approve
tx_00005970,user_0372,21.41,USD,merchant_000,device_134,completed,2026-05-07 22:28:33.071006+00:00,approve
tx_00003350,user_0079,11.9,USD,merchant_030,device_140,completed,2026-05-01 14:07:20.071006+00:00,approve
tx_00004695,user_0417,3.54,USD,merchant_000,device_105,completed,2026-06-07 07:53:00.071006+00:00,approve
tx_00003399,user_0360,63.41,GBP,merchant_063,device_147,completed,2026-05-26 00:32:24.071006+00:00,approve
tx_00004081,user_0142,13.63,CAD,merchant_099,device_164,completed,2026-06-20 03:00:45.071006+00:00,approve
tx_00009149,user_0424,24.05,EUR,merchant_033,device_173,completed,2026-05-12 17:06:17.071006+00:00,approve
tx_00001224,user_0208,32.28,EUR,merchant_067,device_140,completed,2026-05-20 09:34:36.071006+00:00,approve
tx_00006292,user_0016,70.69,GBP,merchant_025,device_122,completed,2026-05-07 07:33:15.071006+00:00,approve
tx_00003122,user_0235,23.58,USD,merchant_007,device_192,completed,2026-06-07 13:33:20.071006+00:00,approve
tx_00000510,user_0497,120.88,USD,merchant_067,device_004,completed,2026-05-24 12:20:55.071006+00:00,approve
tx_00005794,user_0201,37.97,CAD,merchant_011,device_146,completed,2026-04-30 19:13:36.071006+00:00,approve
tx_00008181,user_0050,53.64,EUR,merchant_044,device_177,completed,2026-06-23 01:47:08.071006+00:00,approve
tx_00009417,user_0083,36.41,CAD,merchant_067,device_105,completed,2026-05-02 13:56:21.071006+00:00,approve
tx_00000096,user_0119,22.38,EUR,merchant_035,device_044,completed,2026-06-11 02:51:09.071006+00:00,approve
tx_00006681,user_0170,6.65,CAD,merchant_055,device_014,completed,2026-06-15 15:57:07.071006+00:00,approve
tx_00001512,user_0371,19.27,EUR,merchant_029,device_019,completed,2026-05-10 20:27:54.071006+00:00,approve
tx_00008791,user_0219,87.08,CAD,merchant_009,device_197,completed,2026-05-10 02:34:37.071006+00:00,approve
tx_00000119,user_0057,60.72,USD,merchant_041,device_177,completed,2026-04-29 17:09:00.071006+00:00,approve
tx_00007791,user_0310,41.1,CAD,merchant_026,device_084,completed,2026-05-26 07:17:09.071006+00:00,approve
tx_00006517,user_0282,11.13,GBP,merchant_012,device_160,completed,2026-05-16 05:57:25.071006+00:00,approve
tx_00000033,user_0277,158.41,EUR,merchant_018,device_087,completed,2026-05-26 10:35:42.071006+00:00,approve
tx_00007887,user_0304,4.87,EUR,merchant_024,device_148,completed,2026-05-18 04:22:11.071006+00:00,approve
tx_00006830,user_0308,5.16,USD,merchant_057,device_102,completed,2026-05-08 15:31:31.071006+00:00,approve
tx_00005421,user_0485,110.43,CAD,merchant_084,device_139,completed,2026-05-17 23:14:45.071006+00:00,approve
tx_00001068,user_0166,130.78,EUR,merchant_066,device_198,completed,2026-05-31 23:57:52.071006+00:00,approve
tx_00001347,user_0350,13.46,CAD,merchant_045,device_082,completed,2026-06-20 05:00:16.071006+00:00,approve
tx_00004747,user_0125,93.99,GBP,merchant_014,device_109,completed,2026-06-09 02:43:09.071006+00:00,approve
tx_00006005,user_0122,91.59,USD,merchant_038,device_197,completed,2026-06-08 12:16:15.071006+00:00,approve
tx_00006039,user_0117,7.15,CAD,merchant_007,device_177,completed,2026-04-29 14:35:03.071006+00:00,approve
tx_00003817,user_0401,118.96,EUR,merchant_015,device_073,completed,2026-04-30 12:24:51.071006+00:00,approve
tx_00008446,user_0249,40.52,EUR,merchant_089,device_129,completed,2026-05-22 00:15:59.071006+00:00,approve
tx_00005269,user_0260,120.47,CAD,merchant_078,device_092,completed,2026-05-13 09:48:45.071006+00:00,approve
tx_00006897,user_0164,52.25,GBP,merchant_096,device_146,completed,2026-06-18 14:08:46.071006+00:00,approve
tx_00005309,user_0226,6.76,GBP,merchant_084,device_142,completed,2026-05-01 23:13:08.071006+00:00,approve
tx_00000031,user_0113,681.88,USD,merchant_056,device_056,completed,2026-06-09 04:27:21.071006+00:00,approve
tx_00005674,user_0247,19.77,EUR,merchant_023,device_109,completed,2026-06-22 15:20:17.071006+00:00,approve
tx_00004386,user_0130,16.63,USD,merchant_083,device_163,completed,2026-06-16 17:36:59.071006+00:00,approve
tx_00000029,user_0221,65.39,CAD,merchant_050,device_157,completed,2026-04-24 20:48:01.071006+00:00,approve
tx_00004202,user_0171,4.57,CAD,merchant_093,device_155,completed,2026-05-30 11:32:51.071006+00:00,approve
tx_00007507,user_0375,67.25,USD,merchant_007,device_122,completed,2026-05-16 02:12:00.071006+00:00,approve
tx_00000735,user_0335,33.33,GBP,merchant_005,device_067,completed,2026-05-04 01:05:25.071006+00:00,approve
tx_00002067,user_0453,12.91,EUR,merchant_015,device_013,completed,2026-06-08 19:18:22.071006+00:00,approve
tx_00000106,user_0390,31.27,GBP,merchant_003,device_011,completed,2026-05-18 00:13:49.071006+00:00,approve
tx_00000144,user_0250,4.18,EUR,merchant_013,device_041,completed,2026-05-12 00:59:21.103132+00:00,block
tx_00008894,user_0247,257.12,CAD,merchant_023,device_020,completed,2026-05-02 10:03:22.071006+00:00,approve
tx_00008020,user_0143,66.37,GBP,merchant_093,device_184,completed,2026-04-29 21:03:26.071006+00:00,approve
tx_00002232,user_0469,58.99,USD,merchant_082,device_050,completed,2026-05-13 12:02:33.071006+00:00,approve
tx_00000993,user_0215,53.67,GBP,merchant_053,device_168,completed,2026-05-28 03:03:02.071006+00:00,approve
tx_00009412,user_0406,50.21,EUR,merchant_069,device_182,completed,2026-05-21 00:31:35.071006+00:00,approve
tx_00007058,user_0483,71.83,CAD,merchant_090,device_146,completed,2026-05-27 09:26:00.071006+00:00,approve
tx_00006789,user_0370,207.52,USD,merchant_041,device_192,completed,2026-05-24 23:49:56.071006+00:00,approve
tx_00000360,user_0422,14.69,GBP,merchant_031,device_025,completed,2026-05-07 09:19:00.071006+00:00,approve
tx_00000304,user_0271,4.46,CAD,merchant_042,device_133,completed,2026-06-14 01:28:49.071006+00:00,approve
tx_00002627,user_0002,36.14,USD,merchant_017,device_174,completed,2026-05-24 19:55:48.071006+00:00,approve
tx_00008965,user_0395,145.76,EUR,merchant_067,device_117,completed,2026-04-28 13:03:29.071006+00:00,approve
tx_00004513,user_0454,20.09,CAD,merchant_043,device_132,completed,2026-05-05 18:52:05.071006+00:00,approve
tx_00005910,user_0098,61.51,USD,merchant_057,device_142,completed,2026-06-15 01:32:13.071006+00:00,approve
tx_00008313,user_0453,133.51,CAD,merchant_035,device_172,completed,2026-06-02 06:28:49.071006+00:00,approve
tx_00003100,user_0182,10.34,EUR,merchant_071,device_009,completed,2026-06-17 04:58:34.071006+00:00,approve
tx_00005703,user_0215,14.16,EUR,merchant_078,device_137,completed,2026-06-04 02:49:45.071006+00:00,approve
tx_00003898,user_0151,79.65,CAD,merchant_043,device_184,completed,2026-05-29 09:10:36.071006+00:00,approve
tx_00005440,user_0258,4.05,USD,merchant_035,device_197,completed,2026-06-14 15:15:32.071006+00:00,approve
tx_00007930,user_0167,35.91,CAD,merchant_056,device_151,completed,2026-05-29 02:13:20.071006+00:00,approve
tx_00000621,user_0238,84.96,USD,merchant_099,device_028,completed,2026-04-26 02:05:02.071006+00:00,approve
tx_00007235,user_0079,44.55,GBP,merchant_035,device_069,completed,2026-04-28 19:36:18.071006+00:00,approve
tx_00002498,user_0016,39.55,USD,merchant_055,device_031,completed,2026-05-22 11:02:48.071006+00:00,approve
tx_00000713,user_0381,7.97,EUR,merchant_050,device_141,completed,2026-06-15 11:44:32.071006+00:00,approve
tx_00008403,user_0403,4.18,CAD,merchant_055,device_142,completed,2026-05-14 02:37:35.071006+00:00,approve
tx_00002855,user_0038,25.73,GBP,merchant_034,device_186,completed,2026-05-02 17:23:20.071006+00:00,approve
tx_00004269,user_0252,5.98,EUR,merchant_032,device_126,completed,2026-05-02 00:27:49.071006+00:00,approve
tx_00002908,user_0063,20.59,EUR,merchant_031,device_074,completed,2026-04-30 17:06:12.071006+00:00,approve
tx_00008080,user_0447,530.85,CAD,merchant_014,device_096,completed,2026-06-16 02:15:19.071006+00:00,approve
tx_00004516,user_0175,44.58,GBP,merchant_092,device_042,completed,2026-05-16 12:15:41.071006+00:00,approve
tx_00001261,user_0462,34.15,GBP,merchant_097,device_021,completed,2026-05-18 02:33:43.071006+00:00,approve
tx_00003160,user_0059,20.32,EUR,merchant_034,device_130,completed,2026-05-19 02:10:00.071006+00:00,approve
tx_00000970,user_0149,52.15,CAD,merchant_045,device_162,completed,2026-06-02 16:12:03.071006+00:00,approve
tx_00003912,user_0095,13.13,CAD,merchant_034,device_187,completed,2026-05-20 00:07:42.071006+00:00,approve
tx_00005198,user_0284,91.27,GBP,merchant_010,device_168,completed,2026-05-29 10:15:31.071006+00:00,approve
tx_00008846,user_0119,16.22,GBP,merchant_079,device_065,completed,2026-06-20 18:40:41.071006+00:00,approve
tx_00000259,user_0293,8.82,CAD,merchant_027,device_073,completed,2026-05-16 19:12:44.071006+00:00,approve
tx_00003790,user_0056,138.58,EUR,merchant_061,device_077,completed,2026-06-02 20:09:55.071006+00:00,approve
tx_00009202,user_0169,20.84,GBP,merchant_073,device_172,completed,2026-05-04 08:58:11.071006+00:00,approve
tx_00000487,user_0265,40.67,EUR,merchant_067,device_035,completed,2026-05-01 00:35:13.071006+00:00,approve
tx_00007907,user_0357,54.35,GBP,merchant_085,device_169,completed,2026-05-03 20:30:01.071006+00:00,approve
tx_00000518,user_0237,29.96,EUR,merchant_027,device_090,completed,2026-05-24 09:04:15.071006+00:00,approve
tx_00008342,user_0100,137.94,EUR,merchant_041,device_012,completed,2026-05-01 21:17:39.071006+00:00,approve
tx_00000311,user_0336,27.29,USD,merchant_097,device_090,completed,2026-06-15 04:34:20.071006+00:00,approve
tx_00003231,user_0106,7.58,CAD,merchant_075,device_137,completed,2026-05-23 02:52:16.071006+00:00,approve
tx_00007932,user_0211,23.23,USD,merchant_025,device_059,completed,2026-06-03 04:14:05.071006+00:00,approve
tx_00007457,user_0354,42.58,EUR,merchant_046,device_102,completed,2026-05-19 17:21:42.071006+00:00,approve
tx_00000283,user_0190,11.74,EUR,merchant_070,device_178,completed,2026-05-17 04:41:09.103132+00:00,block
tx_00005183,user_0446,68.25,GBP,merchant_047,device_138,completed,2026-05-13 20:30:46.071006+00:00,approve
tx_00008076,user_0266,14.64,CAD,merchant_050,device_026,completed,2026-06-18 10:21:03.071006+00:00,approve
tx_00006501,user_0485,21.82,GBP,merchant_083,device_157,completed,2026-06-02 23:04:54.071006+00:00,approve
tx_00006790,user_0431,6.51,EUR,merchant_088,device_102,completed,2026-06-14 16:02:05.071006+00:00,approve
tx_00007772,user_0289,29.45,USD,merchant_038,device_119,completed,2026-06-02 22:54:34.071006+00:00,approve
tx_00002737,user_0094,75.51,CAD,merchant_052,device_199,completed,2026-04-28 06:28:15.071006+00:00,approve
tx_00007841,user_0108,47.25,GBP,merchant_015,device_008,completed,2026-05-04 14:36:11.071006+00:00,approve
tx_00006261,user_0213,33.47,GBP,merchant_068,device_192,completed,2026-06-06 05:19:18.071006+00:00,approve
tx_00008205,user_0279,16.76,CAD,merchant_080,device_171,completed,2026-06-14 15:25:56.071006+00:00,approve
tx_00001247,user_0232,128.83,GBP,merchant_092,device_147,completed,2026-06-07 14:25:17.071006+00:00,approve
tx_00009335,user_0170,14.3,GBP,merchant_092,device_042,completed,2026-06-15 10:05:25.071006+00:00,approve
tx_00004194,user_0282,76.66,GBP,merchant_023,device_096,completed,2026-06-04 01:33:36.071006+00:00,approve
tx_00008000,user_0322,420.78,EUR,merchant_090,device_006,completed,2026-05-13 21:13:27.071006+00:00,approve
tx_00007377,user_0307,34.27,USD,merchant_072,device_087,completed,2026-05-18 14:47:56.071006+00:00,approve
tx_00003434,user_0117,9.0,CAD,merchant_068,device_044,completed,2026-06-05 23:53:32.071006+00:00,approve
tx_00005381,user_0474,12.47,USD,merchant_006,device_032,completed,2026-05-06 06:24:26.071006+00:00,approve
tx_00000958,user_0485,40.63,GBP,merchant_046,device_062,completed,2026-06-15 19:24:45.071006+00:00,approve
tx_00000416,user_0484,112.55,USD,merchant_023,device_005,completed,2026-04-29 19:43:00.071006+00:00,approve
tx_00005741,user_0310,456.86,CAD,merchant_048,device_049,completed,2026-04-30 11:53:51.071006+00:00,approve
tx_00006727,user_0298,15.83,USD,merchant_053,device_184,completed,2026-05-21 14:30:33.071006+00:00,approve
tx_00004381,user_0057,196.12,GBP,merchant_003,device_175,completed,2026-06-01 16:32:04.071006+00:00,approve
tx_00005196,user_0468,20.79,CAD,merchant_049,device_165,completed,2026-06-02 03:04:57.071006+00:00,approve
tx_00001112,user_0096,93.89,EUR,merchant_073,device_100,completed,2026-05-31 07:32:57.071006+00:00,approve
tx_00002688,user_0319,8.55,GBP,merchant_062,device_173,completed,2026-05-28 18:23:40.071006+00:00,approve
tx_00006472,user_0224,88.79,GBP,merchant_057,device_016,completed,2026-06-02 01:44:04.071006+00:00,approve
tx_00008819,user_0081,132.41,CAD,merchant_084,device_028,completed,2026-06-02 18:28:53.071006+00:00,approve
tx_00007807,user_0265,6.1,USD,merchant_061,device_027,completed,2026-06-04 19:24:35.071006+00:00,approve
tx_00003410,user_0035,2.77,GBP,merchant_043,device_144,completed,2026-05-06 22:16:27.071006+00:00,approve
tx_00000080,user_0470,11.48,USD,merchant_034,device_107,completed,2026-06-12 04:58:58.071006+00:00,approve
tx_00004613,user_0260,25.05,USD,merchant_069,device_130,completed,2026-06-09 05:43:31.071006+00:00,approve
tx_00001373,user_0210,9.93,GBP,merchant_098,device_067,completed,2026-06-03 22:26:02.071006+00:00,approve
tx_00001509,user_0341,348.77,EUR,merchant_021,device_023,completed,2026-06-08 19:58:27.071006+00:00,approve
tx_00006442,user_0269,0.82,USD,merchant_089,device_197,completed,2026-05-05 12:38:35.071006+00:00,approve
tx_00003070,user_0211,23.05,USD,merchant_026,device_143,completed,2026-05-13 09:33:27.071006+00:00,approve
tx_00003015,user_0229,27.99,GBP,merchant_025,device_134,completed,2026-04-27 20:45:00.071006+00:00,approve
tx_00004822,user_0454,74.12,USD,merchant_074,device_106,completed,2026-05-22 05:48:54.071006+00:00,approve
